,x,time
0,25.0,639.3041264414919
1,25.505050505050505,636.8931671591484
2,26.01010101010101,639.8325290100071
3,26.515151515151516,636.942531076458
4,27.02020202020202,639.5676220470309
5,27.525252525252526,637.8891755122332
6,28.03030303030303,638.2839145978539
7,28.535353535353536,638.1375997115078
8,29.04040404040404,639.5025873462204
9,29.545454545454547,640.8289742514535
10,30.050505050505052,641.0820423634298
11,30.555555555555557,641.0897362972402
12,31.060606060606062,639.8012278648665
13,31.565656565656568,639.2042351315849
14,32.07070707070707,641.7806266886357
15,32.57575757575758,643.8606248498637
16,33.08080808080808,641.8165581286419
17,33.58585858585859,641.3362180287467
18,34.09090909090909,643.0644342584255
19,34.5959595959596,643.1078463898643
20,35.101010101010104,643.031664192832
21,35.60606060606061,644.2100463891442
22,36.111111111111114,641.594736170975
23,36.61616161616162,642.6384700124328
24,37.121212121212125,643.0198040215292
25,37.62626262626263,642.686536080739
26,38.131313131313135,644.7313388220996
27,38.63636363636364,644.3278319897324
28,39.141414141414145,642.3065028664404
29,39.64646464646465,644.2099768241997
30,40.151515151515156,643.150715596571
31,40.65656565656566,646.1781846254556
32,41.161616161616166,643.0773794063012
33,41.66666666666667,645.7558287748541
34,42.17171717171718,646.3323097490091
35,42.67676767676768,646.5680278468093
36,43.18181818181819,643.9901599708273
37,43.68686868686869,643.4144791740454
38,44.1919191919192,648.4030176834183
39,44.6969696969697,645.5171358392395
40,45.20202020202021,649.6420176772076
41,45.70707070707071,650.4840353354464
42,46.21212121212122,651.4335505865074
43,46.71717171717172,649.9235761352604
44,47.22222222222223,648.0085776274844
45,47.727272727272734,649.0700587944704
46,48.23232323232324,649.8982362623235
47,48.737373737373744,651.5774838428302
48,49.24242424242424,649.3195725139888
49,49.74747474747475,649.349204238445
50,50.25252525252525,650.2852497508347
51,50.75757575757576,650.8113017279095
52,51.26262626262626,652.371106239826
53,51.76767676767677,649.9964782424285
54,52.27272727272727,650.8296684620263
55,52.77777777777778,651.3145046748627
56,53.282828282828284,648.4049771754842
57,53.78787878787879,650.8547632387289
58,54.292929292929294,649.9915794581779
59,54.7979797979798,652.8007963582094
60,55.303030303030305,655.8645275790424
61,55.80808080808081,651.6191095938219
62,56.313131313131315,649.7104316910826
63,56.81818181818182,650.7036744390817
64,57.323232323232325,654.900966109383
65,57.82828282828283,653.9343903155303
66,58.333333333333336,657.521056834254
67,58.83838383838384,656.0672899685587
68,59.343434343434346,657.8803416293956
69,59.84848484848485,655.2944627443504
70,60.35353535353536,654.9006502402601
71,60.85858585858586,657.2996541449149
72,61.36363636363637,656.4784031398129
73,61.86868686868687,655.5229563602232
74,62.37373737373738,655.8091603471174
75,62.87878787878788,657.6854420579249
76,63.38383838383839,655.1964086892518
77,63.88888888888889,656.2379580603807
78,64.3939393939394,654.169632665462
79,64.8989898989899,658.1714198038318
80,65.40404040404042,654.5163399496325
81,65.9090909090909,655.3114834206085
82,66.41414141414143,659.1512730116339
83,66.91919191919192,656.9373971145285
84,67.42424242424244,658.0736409168547
85,67.92929292929293,658.9141372042016
86,68.43434343434345,657.3927208083181
87,68.93939393939394,660.8148563150498
88,69.44444444444446,656.9191726526301
89,69.94949494949495,661.9877956603257
90,70.45454545454547,660.0968897167782
91,70.95959595959596,659.841749803482
92,71.46464646464648,662.4842144332341
93,71.96969696969697,661.4811751841974
94,72.47474747474749,661.6667779023899
95,72.97979797979798,660.7419788926857
96,73.48484848484848,662.2637007818663
97,73.98989898989899,665.0821665698971
98,74.4949494949495,662.0407309178222
99,75.0,661.9299067770818
